Instrument,Issuer Name,Industry Sub Sector Description,Country Name,Issuer Country Name,Issue Date,Maturity Date,Preferred RIC,Amount Outstanding,Coupon,FRN Index,Coupon Frequency,Coupon Type Description,Coupon Effective Date,Issuer Rating,Fitchs Rating,Moodys Rating,SP Rating,Price,Yield To Maturity,ISMA Bid Yield,ISMA Ask Yield,Yield To Maturity,Z-Spread,Call Type Description,PUTCALLIND,Option Adjusted Spread,Option Adjusted Spread Bid,Option Value,Option Adjusted Spread,Price (-25bp),Effective Duration,DV01,Convexity,Spread Duration,Price (+25bp),ZC Volatility,Zero Option Adjusted Price,Option Adjusted Convexity,Exercise Type,Duration,Modified Duration,Convexity,Make Whole Call Flag
US37046TBD54,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-09-13,2020-02-13,37046TBD5=,,0,,,Fixed: Discount,2019-09-13,,,,,99.7872,2.245377,2.28,2.18,2.245377,43.568392,,,49.154235,61.1,0,77.023301,99.810175,0.095302,0.000951,0.00054,0.095302,99.764259,77.023301,,,,0.0861,0.0869,-0.0279,
XS2049548527,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,Eurobond,United States,2019-09-03,2025-09-03,US204954852=,300000000,2.35,,1,Fixed:Plain Vanilla Fixed Coupon,2019-09-03,,BBB,Baa3,BBB,99.535,2.423357,2.44,2.39,2.423357,165.405839,Ordinary Call,,156.276646,157.52,0.011228,188.27182,100.826871,5.151942,0.05172,-0.035846,5.151942,98.24088,188.485302,,,,5.2991,5.2362,31.1056,
XS2049548444,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,Eurobond,United States,2019-09-03,2022-09-02,US204954844=,650000000,0.2,,1,Fixed:Plain Vanilla Fixed Coupon,2019-09-03,,BBB,Baa3,BBB,99.481,0.398441,0.4,0.35,0.398441,65.305194,Make Whole Call,,65.607921,67.28,0,99.17992,100.136283,2.617458,0.026058,0.081967,2.617458,98.830817,99.17992,,,,2.6252,2.6153,9.4555,
US37046ADR32,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-08-22,2023-08-20,37046ADR3=,5354000,2.9,,2,Fixed:Plain Vanilla Fixed Coupon,2019-08-22,,,Baa3,BBB,99.4034,3.075827,3.1,3.05,3.075827,146.291234,Ordinary Call,,122.435321,126.4,0.105831,144.974538,99.954754,2.588294,0.026025,-3.159046,2.588294,98.653525,148.110571,,,,3.4026,3.3515,13.3219,
US37046ADS15,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-08-22,2026-08-20,37046ADS1=,8197000,3.5,,2,Fixed:Plain Vanilla Fixed Coupon,2019-08-22,,,Baa3,BBB,99.523,3.581378,3.61,3.56,3.581378,191.730617,Ordinary Call,,142.817624,149.5,0.647429,174.992947,100.128959,3.185369,0.032142,-6.265892,3.185369,98.521884,186.087426,,,,5.8656,5.7631,38.7652,
US37046TBM53,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-08-23,2020-02-21,37046TBM5=,,0,,,Fixed: Discount,2019-08-23,,,,,99.7358,2.257826,2.29,2.27,2.257826,47.997888,,,54.477675,58.2,0,78.25392,99.764165,0.117672,0.001174,0.000691,0.117672,99.707478,78.25392,,,,0.1083,0.1093,-0.0301,
US37046TAG94,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-08-12,2020-01-16,37046TAG9=,,0,,,Fixed: Discount,2019-08-12,,,,,99.9631,2.202688,2.24,2.13,2.202688,52.241495,,,44.544413,62.7,0,72.798769,99.967162,0.016844,0.000168,8.30E-05,0.016844,99.959043,72.798769,,,,0.0083,0.0084,-0.004,
US37046ADP75,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-07-05,2023-07-20,37046ADP7=,12570000,3.2,,2,Fixed:Plain Vanilla Fixed Coupon,2019-07-05,,,Baa3,BBB,100.0155,3.19516,3.2,3.15,3.19516,139.971611,Ordinary Call,,112.520362,113.4,0.518208,144.985747,100.236051,1.324162,0.013466,-3.653329,1.324162,99.562745,160.649948,,,,0.5054,0.4976,0.4965,
US37046ADQ58,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-07-05,2027-07-20,37046ADQ5=,11548000,4.1,,2,Fixed:Plain Vanilla Fixed Coupon,2019-07-05,,,Baa3,BBB,100.3468,4.045909,3.45,3.4,4.045909,164.895393,Ordinary Call,,148.892888,148.9,2.878977,184.914387,100.490757,0.879446,0.009014,-2.541283,0.879446,100.040044,228.937003,,,,0.5031,0.4947,0.4931,
US37046ADN28,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-06-13,2026-06-20,37046ADN2=,3803000,4.2,,2,Fixed:Plain Vanilla Fixed Coupon,2019-06-13,,,Baa3,BBB,100.4049,4.127252,3.29,3.24,4.127252,145.426273,Ordinary Call,,143.009413,145.8,4.108753,169.986486,100.512216,0.425674,0.004286,0.005371,0.425674,100.297922,241.474079,,,,0.4306,0.4237,0.3881,
US37046ADM45,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-06-13,2023-06-20,37046ADM4=,8451000,3.55,,2,Fixed:Plain Vanilla Fixed Coupon,2019-06-13,,,Baa3,BBB,100.2137,3.482871,3.08,3.03,3.482871,125.270367,Ordinary Call,,122.574041,124.6,1.277086,149.998649,100.320854,0.484207,0.004864,-0.460099,0.484207,100.07766,189.46285,,,,0.4306,0.4242,0.3888,
US37046ADL61,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-05-23,2027-05-20,37046ADL6=,3095000,4.25,,2,Fixed:Plain Vanilla Fixed Coupon,2019-05-23,,,Baa3,BBB,102.1746,3.906095,,,3.906095,-421.661365,Ordinary Call,,-423.127017,,33.430905,-345.986338,102.264755,0.351075,0.003609,-0.002537,0.351075,102.084282,215.629351,,,,0.3472,0.3514,0.3014,
US37046ADK88,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-05-23,2023-05-20,37046ADK8=,4434000,3.45,,2,Fixed:Plain Vanilla Fixed Coupon,2019-05-23,,,Baa3,BBB,102.7259,2.594431,,,2.594431,-627.002621,Ordinary Call,,-631.664401,,10.635945,-575.717975,102.817677,0.355195,0.003667,0.003056,0.355195,102.63432,100.358009,,,,0.3472,0.3552,0.3078,
US37046ADJ16,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-04-11,2027-04-20,37046ADJ1=,9627000,4.75,,2,Fixed:Plain Vanilla Fixed Coupon,2019-04-11,,,Baa3,BBB,100.3582,4.690137,3.4,3.35,4.690137,154.958504,Ordinary Call,,152.713487,152.9,6.959322,185.007779,100.424534,0.261152,0.00265,0.002786,0.261152,100.292043,294.537201,,,,0.2639,0.2596,0.195,
US37046ADH59,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-04-11,2023-04-20,37046ADH5=,14575000,3.75,,2,Fixed:Plain Vanilla Fixed Coupon,2019-04-11,,,Baa3,BBB,100.2017,3.682506,3,2.95,3.682506,114.840364,Ordinary Call,,113.297113,112.9,2.000503,144.977607,100.267894,0.261667,0.002645,0.002296,0.261667,100.135651,209.728651,,,,0.2639,0.2601,0.1958,
US37045XCU81,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-04-08,2022-07-08,37045XCU8=,1250000000,3.55,,2,Fixed:Plain Vanilla Fixed Coupon,2019-04-08,,BBB,Baa3,BBB,102.8612,2.356879,2.37,2.32,2.356879,71.516272,Make Whole Call,,70.752778,75.5,0,77.922263,103.472851,2.371118,0.024404,0.06897,2.371118,102.253986,77.922263,,,,2.3963,2.3687,6.8985,
US37046ADF93,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-03-07,2022-03-20,37046ADF9=,4181000,3.5,,2,Fixed:Plain Vanilla Fixed Coupon,2019-03-07,,,Baa3,BBB,100.0954,3.452593,2.98,2.93,3.452593,114.607102,Ordinary Call,,115.980508,113.4,0.868139,146.611772,100.141184,0.178031,0.001802,0.023406,0.178031,100.051097,187.986277,,,,0.1806,0.178,0.1194,
US37046ADE29,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-02-22,2027-02-20,37046ADE2=,13161000,5,,2,Fixed:Plain Vanilla Fixed Coupon,2019-02-22,,,Baa3,BBB,100.1524,4.973428,3.46,3.4,4.973428,149.197003,Ordinary Call,,162.313937,167.1,8.631052,184.308001,100.178591,0.09962,0.001018,0.023485,0.09962,100.127709,322.875162,,,,0.0972,0.0956,0.0562,
US37046ADD46,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-02-22,2023-02-20,37046ADD4=,24630000,4,,2,Fixed:Plain Vanilla Fixed Coupon,2019-02-22,,,Baa3,BBB,100.0947,3.966144,3.04,2.99,3.966144,110.215355,Ordinary Call,,123.901508,127.2,2.728723,144.649122,100.120427,0.099815,0.001015,0.011036,0.099815,100.069674,237.322654,,,,0.0972,0.0958,0.0564,
AU3CB0261006,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,Australia,United States,2019-02-21,2023-02-21,AUGMG0223=,400000000,3.85,,2,Fixed:Plain Vanilla Fixed Coupon,2019-02-21,,BBB,Baa3,BBB,104.68,2.27893,2.23,2.19,2.27893,139.676827,,,127.405499,130.18,0,148.225857,105.449549,2.884056,0.030631,0.101163,2.884056,103.917166,148.225857,,,,2.9145,2.8826,10.0976,
XS1939356645,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,Eurobond,United States,2019-01-24,2024-04-01,US193935664=,850000000,2.2,,1,Fixed:Plain Vanilla Fixed Coupon,2019-01-24,,BBB,Baa3,BBB,105.592,0.843043,0.83,0.78,0.843043,101.117605,Ordinary Call,,101.564196,102.97,0.103025,135.489884,106.648852,3.916666,0.042035,0.178295,3.916666,104.547108,137.890671,,,,3.9296,3.8981,19.5914,
US37046ADC62,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-01-17,2029-01-20,37046ADC6=,17400000,5.75,,2,Fixed:Plain Vanilla Fixed Coupon,2019-01-17,,,Baa3,BBB,100.0249,4.181601,4.23,4.18,4.181601,258.99302,Ordinary Call,,-12899.48162,,0,210.020149,100.029741,0.018823,0.000194,9.60E-05,0.018823,100.020065,210.020149,,,,0.0139,0.0136,0.0068,
US37046ADB89,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-01-17,2024-01-20,37046ADB8=,46322000,5,,2,Fixed:Plain Vanilla Fixed Coupon,2019-01-17,,BBB,Baa3,BBB,100.0225,3.593942,3.63,3.58,3.593942,196.726241,Ordinary Call,,-11891.87895,,0,159.042905,100.027336,0.01887,0.000193,9.60E-05,0.01887,100.01767,159.042905,,,,0.0139,0.0136,0.0069,
US37045XCS36,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-01-17,2029-01-17,37045XCS3=,500000000,5.65,,2,Fixed:Plain Vanilla Fixed Coupon,2019-01-17,,BBB,Baa3,BBB,114.468,3.74307,3.73,3.68,3.74307,198.420408,Ordinary Call,,194.49721,196.4,0.29455,191.486003,116.501437,6.865607,0.080496,0.573858,6.865607,112.476615,195.0636,,,,6.9887,6.8625,57.9403,
US37045XCR52,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-01-17,2024-01-17,37045XCR5=,1500000000,5.1,,2,Fixed:Plain Vanilla Fixed Coupon,2019-01-17,,BBB,Baa3,BBB,108.1864,2.920826,2.9,2.85,2.920826,125.986499,Ordinary Call,,123.569671,126.1,0.135343,128.522069,109.15712,3.489359,0.038625,0.147218,3.489359,107.225866,131.958426,,,,3.5383,3.4884,14.7965,
US37046ADA07,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-12-13,2028-12-20,37046ADA0=,1488000,5.6,,2,Fixed:Plain Vanilla Fixed Coupon,2018-12-13,,,Baa3,BBB,111.5737,4.04307,,,4.04307,-2018.05003,Ordinary Call,,-1532.600184,,44.226967,-2031.943264,111.707479,0.477394,0.005344,0.004914,0.477394,111.440265,225.308564,,,,0.4306,0.4764,0.4905,
US37046ACZ66,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-12-13,2024-12-20,37046ACZ6=,2814000,5,,2,Fixed:Plain Vanilla Fixed Coupon,2018-12-13,,,Baa3,BBB,100.7928,4.816741,3.18,3.13,4.816741,133.778748,Ordinary Call,,271.694358,270.6,7.259772,158.987496,100.900635,0.425905,0.004307,0.005048,0.425905,100.685284,318.568913,,,,0.4306,0.424,0.3885,
US37046ACY91,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-11-23,2028-11-20,37046ACY9=,1568000,5.4,,2,Fixed:Plain Vanilla Fixed Coupon,2018-11-23,,,Baa3,BBB,110.0057,4.043069,,,4.043069,-2207.150685,Ordinary Call,,-2318.027697,,43.451617,-2226.111265,110.113289,0.387893,0.004298,0.003669,0.387893,109.898365,225.372031,,,,0.3472,0.3885,0.3682,
US37046ACX19,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-11-23,2022-11-20,37046ACX1=,2202000,4.25,,2,Fixed:Plain Vanilla Fixed Coupon,2018-11-23,,,Baa3,BBB,100.5948,4.025342,2.55,2.5,4.025342,70.900956,Ordinary Call,,68.315916,71.2,3.945392,100,100.681748,0.343345,0.003476,0.001705,0.343345,100.50796,243.780414,,,,0.3472,0.343,0.287,
US37046ACW36,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-11-16,2025-11-20,37046ACW3=,11044000,5,,2,Fixed:Plain Vanilla Fixed Coupon,2018-11-16,,,Baa3,BBB,108.037,3.469327,,,3.469327,-1802.443193,Ordinary Call,,-1871.253538,,24.655716,-1794.85096,108.139815,0.378781,0.004121,-0.005915,0.378781,107.933783,179.179121,,,,0.3472,0.379,0.3506,
US37046ACV52,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-11-16,2021-11-20,37046ACV5=,10944000,4,,2,Fixed:Plain Vanilla Fixed Coupon,2018-11-16,,,Baa3,BBB,101.2257,3.309571,0.5,0.25,3.309571,-147.596601,Ordinary Call,,-148.191125,-133.9,5.183772,-104.90726,101.314239,0.346855,0.003532,0.007608,0.346855,101.137645,173.719277,,,,0.3472,0.3466,0.2932,
US37045XCP96,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-11-06,2021-11-06,37045XCP9=,1500000000,4.2,,2,Fixed:Plain Vanilla Fixed Coupon,2018-11-06,,BBB,Baa3,BBB,103.5077,2.211954,2.23,2.18,2.211954,54.461825,Make Whole Call,,52.635259,58.2,0,64.467564,103.962376,1.732397,0.018069,0.039487,1.732397,103.055598,64.467564,,,,1.7488,1.7299,3.9129,
US37045XCN49,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-11-06,2021-11-06,37045XCN4=,350000000,3.00825,LIUSD3M,4,Floating: Fixed Margin over Index,2019-11-06,,BBB,Baa3,BBB,100.2726,2.826071,2.84,2.789,2.826071,,,,,,,,,0.063889,0.000644,,0.063889,,,,,,1.8065,0.0611,-1910.9604,
